id,patient_id,message_prompt,ai_response,Actual_intent,Predicted_intent,created_at
27ad933d-0272-4342-ab47-d4fd21bb1779,69363311-72e8-4dfa-8cdf-d07e2544547e,9 am to 5pm? Sige punta 5:01pm,"Salamat po sa inyong sagot! 😊  

**Paalaala:** Ang aming clinic ay bukas lamang mula **9:00 AM hanggang 5:00 PM** (huling oras ng appointment ay 5:00 PM). Kaya hindi po maaari ang 5:01 PM.

Upang maiproseso ang inyong booking, kailangan ko po ang mga sumusunod na detalye:

1. **Paboritong dentista** (pumili mula sa listahan):
   - Dr. Agie Meg  
   - Dr. Miguel Aquino  
   - Dr. Patricia Flores  
   - Dr. Elias Ramos  
   - Dr. Sophia Villanueva  
   - Dr. Adrian Cruz  
   - Dr. Chloe Bautista  
   - Dr. Rafael Mendoza  
   - Dr. Isabella Garcia  
   - Dr. Gabriel Santos  
   - Dr. Mikaela Reyes  

2. **Paboritong branch:** Fairview, San Juan, o Pasig  

3. **Petsa ng appointment** (hal. “bukas,” “susunod na Lunes,” etc.)  

4. **Oras ng appointment** (sa loob ng 9:00 AM – 5:00 PM, halimbawa “alas‑dalawa ng hapon” o “alas‑siyete ng umaga”)  

5. **Dahilan ng pagbisita** – pakipili mula sa aming serbisyo, halimbawa:
   - Post‑extraction follow‑up  
   - Oral Prophylaxis (PHP 1,000)  
   - Root Canal Treatment (PHP 7,000)  
   - Wisdom Tooth Exo (PHP 8,000)  
   - At iba pang services na nasa fee list.

Kapag naibigay ninyo po ang mga ito, agad ko po itong ipoproseso at ipapadala sa aming staff para **pending approval**.  

Ano po ang inyong napiling dentista, branch, petsa, oras (sa loob ng 9 AM‑5 PM), at dahilan ng pagbisita?",appointments,appointments,2026-08-18 20:36:28.904104+08
27af130c-f511-4ba1-8a0f-8477a4c32e70,69363311-72e8-4dfa-8cdf-d07e2544547e,sabi ko lahat eh,"✅ **Lahat po ng inyong naka‑schedule na appointments ay na‑cancel na.**  

- **Appointment ID 7a3da1d6‑b2bf‑4b14‑a6d5‑5825b7618793** – na‑cancel na.  
- **Appointment ID 30abd356‑97e0‑4e7b‑be25‑685c8f68635d** – na‑cancel na.  

Kung sakaling kailangan ninyo ng bagong appointment o may iba pang tanong, handa po akong tumulong. Ingat po kayo! 🙏",appointments,appointments,2026-09-16 21:21:28.390543+08
286214c1-2cff-4b45-a896-abf111f72b87,69363311-72e8-4dfa-8cdf-d07e2544547e,help me book an appointment,"**May naka‑schedule po kayong appointment**:

- **Date & Time:** September 14, 2026 at 1:00 PM  
- **Doctor:** (hindi pa nakatalaga)  

Ano po ang nais ninyo gawin?

- **Mag‑dagdag ng bagong appointment** (para sa ibang petsa/oras o ibang serbisyo)  
- **I‑modify** ang kasalukuyang appointment (baguhin ang petsa, oras, o dahilan)  
- **I‑cancel** ang kasalukuyang appointment  

Kung mag‑dagdag po kayo, pakibigay ang mga sumusunod para makapag‑book ako:

1. **Preferred dentist** (pumili mula sa listahan)  
2. **Preferred branch** – Fairview, San Juan, o Pasig  
3. **Preferred date & time** (clinic hours: 10 AM – 5 PM)  
4. **Reason / service** (hal. *Root Canal Treatment, Metal Braces, Oral Prophylaxis*, etc.)

Sabihin niyo lang po ang gusto ninyo, at aayusin ko agad ang booking. Salamat!",appointments,appointments,2026-09-14 12:41:11.181795+08
2872ca18-5042-4235-9b58-e0bb4daa2bd9,3773c8e3-84a5-4057-8ed3-1066118cb686,gusto ko mag book ng appoointment,"Mayroon ka nang nakaschedule na appointments sa 2026-08-08 at 15:00 kasama si Dr. Doc Meg. Gusto mo bang mag-book ng isang additional na appointment, o modify/cancel ang isa sa iyong existing na appointments?

Kung gusto mo mag-book ng isang bagong appointment, pakisabi ang mga sumusunod:
* Ang iyong preferred na dentist (pumili sa listahan ng mga available na dentist: Dr. Doc Meg, Dr. Miguel Aquino, Dr. Patricia Flores, Dr. Elias Ramos, Dr. Sophia Villanueva, Dr. Adrian Cruz, Dr. Chloe Bautista, Dr. Rafael Mendoza, Dr. Isabella Garcia, Dr. Gabriel Santos, o Dr. Mikaela Reyes)
* Ang iyong preferred na date
* Ang iyong preferred na time (sa pagitan ng 9 AM at 5 PM, Lunes hanggang Sabado)
* Ang dahilan ng iyong pagbisita

Pakisabi ang mga detalyeng ito, at tutulungan kita sa pag-book ng appointment.",appointments,appointments,2026-08-07 02:46:55.808902+08
28e0a516-1be3-4730-ac53-3e7d20d5ae66,3773c8e3-84a5-4057-8ed3-1066118cb686,book an appointment,"I need a few more details to book that. Please provide the exact doctor you want, the date, time, and reason for your visit.",appointments,appointments,2026-08-07 01:53:48.309129+08
290870fe-52bd-4acf-af87-d0274e9c193e,69363311-72e8-4dfa-8cdf-d07e2544547e,magkano ba ung mga procedure or services,"**Narito po ang opisyal na fee list ng TeethTalk Dental Clinic (PHP):**

| **Kategorya** | **Serbisyo / Procedure** | **Presyo** |
|---|---|---|
| **Braces** | Metal Braces | 35,000 |
|  | Ceramic Braces | 45,000 |
|  | Self‑Ligating Braces | 75,000 |
|  | Sapphire Braces | 102,000 |
|  | Removal of Braces (Patient) | 3,000 |
|  | Removal of Braces (Non‑Patient) | 5,000 |
| **Preventive / Cleaning** | TADS | 15,000 |
|  | Deep Scale | 3,000 |
|  | NSRP | 2,500 |
|  | SRP | 5,000 |
| **Extractions & Surgery** | Complicated Exo | 4,000 |
|  | Wisdom Tooth Exo | 8,000 |
|  | Gingivectomy | 2,500 |
|  | Hard & Soft Tissue Surgery | 5,000 |
|  | Implant | 125,000 |
| **Restorative / Cosmetic** | Build Up | 3,000 |
|  | Fiber Reinforced Composite | 5,000 |
|  | Whitening w/ Free OP | 6,000 |
|  | Oral Prophylaxis | 1,000 |
|  | Basic Exo | 1,000 |
|  | Additional Carpule | 300 |
|  | Restoration (1 week warranty) | 1,000 |
|  | Root Canal Treatment | 7,000 |
|  | Vital Pulp Therapy | 8,000 |
|  | Fiber Post | 2,500 |
|  | Build Up w/ Fiber Reinforced | 4,000 |
| **Dentures** | Ordinary/Acrylic Denture | 8,000 |
|  | Complete Denture (Ordinary) | 10,000 |
|  | Flexible Denture | 15,000 |
|  | Ivocap Denture | 20,000 |
|  | Thermosen Denture | 20,000 |
|  | Denture Additional – Metal Framework | 5,000 |
|  | Denture Additional – Metal/Flexible Clasp | 2,000 |
|  | Denture Additional – Wire Clasp | 500 |
|  | Denture Additional – Metal Mesh | 2,000 |
|  | Denture Additional – Palatal Lingual Wire | 1,000 |
|  | Denture Additional – Branded Pontic | 3,000 |
| **Crowns / Bridges** | Composite Veneers | 3,500 |
|  | Plastic Crown/Bridge | 3,000 |
|  | PFM Crown/Bridge | 9,500 |
|  | Ceramage Crown/Bridge | 9,5 00 |
|  | Tilite Crown/Bridge | 10,500 |
|  | EMAX Crown/Bridge | 16,500 |
|  | Zirconia Crown/Bridge | 20,500 |
| **Imaging** | Periapical X‑ray | 500 |
|  | Panoramic X‑ray | 1,000 |
| **Retainers & Appliances** | Hawley Retainer | 5,000 |
|  | Clear Retainer/Essex | 10,000 |
|  | Lingual Retainer | 8,000 |
|  | Retainer Additional Pontic | 500 |
|  | TMJ Consultation | 500 |
|  | TMJ 2nd Appointment | 1,500 |
|  | TMJ Appliance | 10,000 |
|  | TMJ 4th Appointment | 30,000 |
|  | Splint | 10,000 |
|  | SVED | 10,000 |
|  | Sagittal Appliance | 10,000 |
|  | Transverse Appliance | 10,000 |
|  | Bite Plane | 10,000 |

**Paalala:** Ang lahat ng bayad ay isinusukli sa front desk pagkatapos ng konsultasyon ng dentista. Walang pre‑payment required para sa online reservation.

Kung nais po ninyong mag‑schedule ng appointment para sa alinman sa mga serbisyo, ipaalam niyo lang po ang:

1. Preferred dentist (pumili mula sa listahan)  
2. Preferred branch (Fairview, San Juan, o Pasig)  
3. Preferred date & time",billing,billing,2026-09-14 15:06:09.722316+08
29db2b62-0827-4114-9c96-695edde0ed74,69363311-72e8-4dfa-8cdf-d07e2544547e,hindi ba dapat visible parin?,"I’m sorry for the confusion! When an appointment is first submitted, it goes into a **“pending approval”** queue while our front‑desk staff reviews the request. During that short review period the booking may not appear in your online “Appointment” tab yet.  

**What happens next**

1. **Staff reviews** the details (date, time, dentist, service).  
2. Once they **approve** it, the appointment is **confirmed** and will instantly show up in your portal.  
3. If there’s any issue (e.g., the time slot is already taken), they’ll contact you to suggest an alternative.

**What you can do now**

- **Wait a few minutes** and refresh the appointment tab; the confirmed booking should appear shortly.  
- If you’d prefer, I can **check the status** for you, **modify** the date/time, or **cancel** the pending request and start over. Just let me know what you’d like to do.  

I’m here to help, so please tell me how you’d like to proceed!",appointments,appointments,2026-08-18 11:38:51.159329+08
29e17b1a-e298-44d6-9e1a-59bbeb297549,69363311-72e8-4dfa-8cdf-d07e2544547e,hello,"Hello! 👋 Kumusta po kayo? How can I assist you today—perhaps with scheduling an appointment, learning about our services, or any other question you have about Teethtalk Dental Clinic? Feel free to let me know!",general_inquiry,general_inquiry,2026-09-03 10:37:55.675935+08
2ad7a8eb-9e56-4249-8b02-75720d44e5d3,69363311-72e8-4dfa-8cdf-d07e2544547e,clinic fee list,"**Clinic Fee List**

Here is a list of our current clinic fees:

* **Orthodontic Services**
	+ Braces - Metal: PHP 35,000
	+ Braces - Ceramic: PHP 45,000
	+ Braces - Self Ligating: PHP 75,000
	+ Braces - Sapphire: PHP 102,000
	+ Removal of Braces (Patient): PHP 3,000
	+ Removal of Braces (Non Patient): PHP 5,000
	+ TADS: PHP 15,000
* **Dental Cleaning and Prevention**
	+ Oral Prophylaxis: PHP 1,000
	+ Deep Scale: PHP 3,000
	+ NSRP: PHP 2,500
	+ SRP: PHP 5,000
* **Restorative Dentistry**
	+ Build Up: PHP 3,000
	+ Fiber Reinforced Composite: PHP 5,000
	+ Restoration (1 week warranty): PHP 1,000
	+ Root Canal Treatment: PHP 7,000
	+ Vital Pulp Therapy: PHP 8,000
	+ Fiber Post: PHP 2,500
	+ Build Up w/ Fiber Reinforced: PHP 4,000
* **Surgical Services**
	+ Complicated Exo: PHP 4,000
	+ Wisdom Tooth Exo: PHP 8,000
	+ Gingivectomy: PHP 2,500
	+ Hard & Soft Tissue Surgery: PHP 5,000
	+ Implant: PHP 125,000
* **Prosthetic Services**
	+ Ordinary/Acrylic Denture: PHP 8,000
	+ Complete Denture (Ordinary): PHP 10,000
	+ Flexible Denture: PHP 15,000
	+ Ivocap Denture: PHP 20,000
	+ Thermosen Denture: PHP 20,000
	+ Denture Additional - Metal Framework: PHP 5,000
	+ Denture Additional - Metal/Flexible Clasp: PHP 2,000
	+ Denture Additional - Wire Clasp: PHP 500
	+ Denture Additional - Metal Mesh: PHP 2,000
	+ Denture Additional - Palatal Lingual Wire: PHP 1,000
	+ Denture Additional - Branded Pontic: PHP 3,000
* **Cosmetic Services**
	+ Whitening w/ Free OP: PHP 6,000
	+ Composite Veneers: PHP 3,500
	+ Plastic Crown/Bridge: PHP 3,000
	+ PFM Crown/Bridge: PHP 9,500
	+ Ceramage Crown/Bridge: PHP 9,500
	+ Tilite Crown/Bridge: PHP 10,500
	+ EMAX Crown/Bridge: PHP 16,500
	+ Zirconia Crown/Bridge: PHP 20,500
* **Diagnostic Services**
	+ Periapical Xray: PHP 500
	+ Panoramic Xray: PHP 1,000
* **Retainer Services**
	+ Hawley Retainer: PHP 5,000
	+ Clear Retainer/Essex: PHP 10,000
	+ Lingual Retainer: PHP 8,000
	+ Retainer Additional Pontic: PHP 500
* **TMJ Services**
	+ TMJ Consultation: PHP 500
	+ TMJ 2nd Appointment: PHP 1,500
	+ TMJ Appliance: PHP 10,000
	+ TMJ 4th Appointment: PHP 30,000
* **Other Services**
	+ Splint: PHP 10,000
	+ SVED: PHP 10,000
	+ Sagittal Appliance: PHP 10,000
	+ Transverse Appliance: PHP 10,000
	+ Bite Plane: PHP 10,000

Please note that these fees are subject to change and may not be comprehensive. It's always best to consult with one of our dentists for a personalized treatment plan and quote.

Now, would you like to proceed with booking an appointment with Dr. Doc Meg? If so, please let me know your preferred date, time, and reason for visit.",billing,billing,2026-08-12 14:06:15.55402+08
2b1eef1b-e71a-4554-9f7b-749e1d855aae,69363311-72e8-4dfa-8cdf-d07e2544547e,Can I eat after my extraction?,"For post-operative care: Avoid eating solid foods until the anesthesia wears off. If you experience severe bleeding, swelling, or worsening pain that isn't managed by prescribed painkillers, please contact us immediately or visit the nearest emergency room.",post_op_care,post_op_care,2026-09-06 11:21:41.979167+08
2d96d945-6985-4aa3-bfea-0cb5712c9960,69363311-72e8-4dfa-8cdf-d07e2544547e,i would like an appointment with dr megg,"**Booking an Appointment with Dr. Doc Meg**

You would like to book an appointment with Dr. Doc Meg. Before I can proceed, I just need to confirm a few more details with you.

* What date would you like to schedule your appointment for?
* What time of day would you prefer (between 9 AM and 5 PM, Monday to Saturday)?
* What is the reason for your visit? We offer a range of services, including:
	+ Braces - Metal: PHP 35000
	+ Braces - Ceramic: PHP 45000
	+ Braces - Self Ligating: PHP 75000
	+ Braces - Sapphire: PHP 102000
	+ Oral Prophylaxis: PHP 1000
	+ And more (please see our clinic fee list for a complete list of services)

Please let me know your preferred date, time, and reason for visit, and I'll be happy to assist you with booking an appointment with Dr. Doc Meg.

(Note: Please respond with your preferred date, time, and reason for visit, and I'll use the `book_appointment` tool to schedule your appointment)",appointments,appointments,2026-08-12 14:05:22.096222+08
3070e03e-6954-43b6-86d2-37ea0ffb4b56,42633709-fb8a-4414-8647-09c764d806af,My teeth is aching,"Hi there! I’m sorry to hear that you’re experiencing tooth pain.  

**A few quick questions so we can help you best:**

1. **How would you describe the pain?**  
   - Mild, moderate, or severe?  
   - Is it constant or does it come and go?  

2. **Any other symptoms?**  
   - Swelling, bleeding, fever, or recent trauma?

3. **Do you have any known allergies, medical conditions, or are you taking any medications?**  

---

I also see that you already have an upcoming reservation:

- **Date/Time:** September 18, 2026 at 1:00 PM  
- **Branch:** (unspecified)  
- **Notes:** Guest Online Reservation  

Would you like to:

- **Add a new appointment** for this issue (perhaps sooner if the pain is worsening), **or**  
- **Modify/cancel** the existing September 18 appointment?

Just let me know the details (preferred dentist, branch, date, time, and the service you need—e.g., *Root Canal Treatment, Oral Prophylaxis, etc.*), and I’ll get everything set up for you.  

Feel free to reply in Taglish or Tagalog if that’s easier! 😊",post_op_care,post_op_care,2026-09-16 00:42:38.071323+08
311d857e-51b1-44fd-8ce7-90062859d88d,3773c8e3-84a5-4057-8ed3-1066118cb686,ilan ang appointment ko,"Mayroon kang **1** na nakaschedule na appointment. 

- **Appointment ID**: (Hindi pwede ibahagi ang appointment ID)
- **Date/Time**: August 10, 3:00 PM
- **Dentist**: Dr. Doc Meg
- **Reason**: Braces - Ceramic",appointments,appointments,2026-08-09 02:48:11.563601+08
32f5c1d0-020a-4025-8d60-bdfaecfd559a,69363311-72e8-4dfa-8cdf-d07e2544547e,can i book a dentist,"**Current Appointment**

- **Date & Time:** August 13, 2026, 09:00 AM  
- **Dentist:** Dr. Miguel Aquino  
- **Reason:** Oral Prophylaxis  

Would you like to:

1. **Keep this appointment** and add a new one, **or**  
2. **Modify** or **cancel** the existing appointment, **or**  
3. **Create a brand‑new appointment** only?

---

If you’d like to **book a new appointment**, please let me know:

- **Preferred dentist** (choose from the list below)  
- **Preferred date** (any day Mon‑Sat)  
- **Preferred time** (between 9 AM – 5 PM)  
- **Reason for the visit** – you can pick one of our services, such as:

  - Braces – Metal (PHP 35,000)  
  - Braces – Ceramic (PHP 45,000)  
  - Deep Scale (PHP 3,000)  
  - Oral Prophylaxis (PHP 1,000)  
  - Root Canal Treatment (PHP 7,000)  
  - Whitening w/ Free OP (PHP 6,000)  
  - *and many more…* (full list available on request)

**Available Dentists**

- Dr. Agie Meg  
- Dr. Miguel Aquino  
- Dr. Patricia Flores  
- Dr. Elias Ramos  
- Dr. Sophia Villanueva  
- Dr. Adrian Cruz  
- Dr. Chloe Bautista  
- Dr. Rafael Mendoza  
- Dr. Isabella Garcia  
- Dr. Gabriel Santos  
- Dr. Mikaela Reyes  

Just let me know the details, and I’ll set up the appointment for you!",appointments,appointments,2026-08-17 20:46:05.042249+08
338ddc0d-ad42-4534-8bb7-3a9c4305d510,3773c8e3-84a5-4057-8ed3-1066118cb686,gusto ko mag book ng appointment,Great! I have successfully booked your appointment for 2026-08-08 at 15:00.,appointments,appointments,2026-08-07 02:38:53.938779+08
340739f7-56c4-4da0-acf0-2959b60c70f1,3773c8e3-84a5-4057-8ed3-1066118cb686, Book appointment,"I tried to book your appointment, but something went wrong on the server. Please check your dashboard or call the clinic.",appointments,appointments,2026-08-07 00:13:19.852663+08
34a4086d-b7f8-4214-a79f-25198330655f,3773c8e3-84a5-4057-8ed3-1066118cb686,may isa pang appointment na naiwan,Your appointment has been successfully cancelled.,appointments,appointments,2026-08-07 02:47:45.931036+08
354ccd14-4db2-4b5b-98e2-853071cfedf4,69363311-72e8-4dfa-8cdf-d07e2544547e,3pm,"Your appointment request has been **submitted**:

- **Date:** Thursday, August 20, 2026  
- **Time:** 3:00 PM  
- **Dentist:** Dr. Agie Meg  
- **Reason:** Monthly Check‑up  

The booking is now **PENDING APPROVAL** by the clinic staff. We’ll notify you once it’s confirmed.  

If you need anything else—rescheduling, additional services, or general information—just let me know!",appointments,appointments,2026-08-17 20:49:08.389096+08
35ebb46d-1037-4791-8f90-0a0a33df420b,3773c8e3-84a5-4057-8ed3-1066118cb686,book an appointment,"I'm sorry, my AI services have temporarily reached their limit. Please try again in a minute, or contact the clinic directly!",appointments,appointments,2026-08-07 01:04:36.780646+08
35fa5372-e30d-4e1b-9dce-5dc150a96f65,b2a4f9ce-50d2-47e3-9975-5dd925bf13f9,Teeth Talk clinic fees,"Thank you for asking about Teethtalk Dental Clinic Pasig fees again!

As a virtual assistant, I don't have access to the exact, up-to-the-minute pricing for all our services, as fees can vary based on the specific treatment plan, materials used, and individual patient needs.

To get the most accurate information on our clinic fees for the services you are interested in, please contact us directly. Our team will be happy to provide you with detailed information and answer any specific questions you may have.

You can usually reach us by:
*   **Calling our clinic phone number.**
*   **Sending us a message** through our official channels if available.
*   **Visiting our clinic** during business hours.

We're here to help you understand your options!",billing,billing,2026-07-14 04:54:11.072317+08
373dce60-12f0-47c8-a899-82358112bfa3,69363311-72e8-4dfa-8cdf-d07e2544547e,teethtalk,"Naiintindihan ko po na nais ninyo mag‑schedule ng appointment sa **Teethtalk Dental Clinic**, ngunit kailangan ko po muna ang ilang detalye para makumpleto ang booking:

- **Paboritong dentista** (pumili mula sa listahan):
  - Dr. Agie Meg  
  - Dr. Miguel Aquino  
  - Dr. Patricia Flores  
  - Dr. Elias Ramos  
  - Dr. Sophia Villanueva  
  - Dr. Adrian Cruz  
  - Dr. Chloe Bautista  
  - Dr. Rafael Mendoza  
  - Dr. Isabella Garcia  
  - Dr. Gabriel Santos  
  - Dr. Mikaela Reyes  

- **Paboritong branch:** Fairview, San Juan, o Pasig  

- **Petsa ng appointment** (hal. “bukas,” “susunod na Lunes,” etc.)  

- **Oras ng appointment** (sa loob ng 9 AM – 5 PM, halimbawa “alas‑dalawa ng hapon”)  

- **Dahilan ng pagbisita** – pakipili mula sa aming serbisyo (hal. *Post‑extraction follow‑up, Oral Prophylaxis, Root Canal Treatment, Wisdom Tooth Exo,* atbp.).

Maaari po ba ninyong ibigay ang mga ito? Kapag nakuha ko na po ang impormasyon, agad ko po itong ipoproseso at ipapadala sa aming staff para **pending approval**. Salamat po! 😊",general_inquiry,appointments,2026-08-20 22:02:44.481456+08
3785ef89-8cdc-4f79-9770-fac42eaeea03,69363311-72e8-4dfa-8cdf-d07e2544547e,would like to book doc meg on thursday,"Great! I can help you schedule an appointment with **Dr. Agie Meg** on a Thursday.

To complete the booking, could you please let me know:

1. **Which Thursday** you’d like (e.g., “next Thursday” or a specific date)  
2. **Preferred time** (any slot between 9 AM – 5 PM)  
3. **Reason for the visit** – you can choose any of our services, such as:

   - **Oral Prophylaxis** – PHP 1,000  
   - **Deep Scale** – PHP 3,000  
   - **Braces – Metal** – PHP 35,000  
   - **Root Canal Treatment** – PHP 7,000  
   - **Whitening w/ Free OP** – PHP 6,000  
   - *…or any other service from our fee list*

Once I have those details, I’ll submit the booking for you. Your request will be **PENDING APPROVAL** by the clinic staff.",appointments,appointments,2026-08-17 20:47:57.005776+08
38a3a53f-5dd2-4ee4-bc67-3f1f923c52d6,3773c8e3-84a5-4057-8ed3-1066118cb686,book an appointment,"I need some more information from you to book an appointment. Please tell me the date, time, and reason for your appointment.

Also, please note that you can only book an appointment for yourself. If you'd like to schedule an appointment for someone else, you won't be able to do so through this system.",appointments,appointments,2026-08-07 01:45:53.12895+08
3aa4fbbc-952e-4c0b-b046-4aa241bc2c44,3773c8e3-84a5-4057-8ed3-1066118cb686,salamat,"Walang anuman! Kung kailan mo ako kailanganin, nandito lang ako para tumulong sa iyo. Ingat ka!",general_inquiry,general_inquiry,2026-08-07 03:05:19.253037+08
3ab4fdb3-fa81-4d18-8092-16a79b2c1432,69363311-72e8-4dfa-8cdf-d07e2544547e,ano anong service ang available,"**Mga Serbisyo na Available sa TeethTalk Dental Clinic**

---

### Orthodontics (Braces)
- Metal – ₱35,000  
- Ceramic – ₱45,000  
- Self‑Ligating – ₱75,000  
- Sapphire – ₱102,000  
- Removal (Patient) – ₱3,000  
- Removal (Non‑Patient) – ₱5,000  

### Preventive & Cleaning
- Oral Prophylaxis – ₱1,000  
- Deep Scale – ₱3,000  
- NSRP (Non‑Surgical Root Planing) – ₱2,500  
- SRP (Surgical Root Planing) – ₱5,000  

### Restorative & Cosmetic
- Composite Veneers – ₱3,500  
- Plastic Crown/Bridge – ₱3,000  
- PFM Crown/Bridge – ₱9,500  
- Ceramage Crown/Bridge – ₱9,500  
- Tilite Crown/Bridge – ₱10,500  
- EMAX Crown/Bridge – ₱16,500  
- Zirconia Crown/Bridge – ₱20,500  
- Restoration (1‑week warranty) – ₱1,000  
- Root Canal Treatment – ₱7,000  
- Vital Pulp Therapy – ₱8,000  
- Fiber Post – ₱2,500  
- Build‑up – ₱3,000  
- Build‑up w/ Fiber Reinforced – ₱4,000  

### Surgical Procedures
- Basic Extraction – ₱1,000  
- Complicated Extraction – ₱4,000  
- Wisdom Tooth Extraction – ₱8,000  
- Gingivectomy – ₱2,500  
- Hard & Soft Tissue Surgery – ₱5,000  
- Implant – ₱125,000  

### Dentures
- Ordinary/Acrylic Denture – ₱8,000  
- Complete Denture (Ordinary) – ₱10,000  
- Flexible Denture – ₱15,000  
- Ivocap Denture – ₱20,000  
- Thermo‑sen Denture – ₱20,000  
- Additional options (Metal Framework, Clasp, Mesh, etc.) – ₱500 – ₱5,000  

### Retainers & Appliances
- Hawley Retainer – ₱5,000  
- Clear Retainer/Essex – ₱10,000  
- Lingual Retainer – ₱8,000  
- Retainer Additional Pontic – ₱500  
- TMJ Consultation – ₱500  
- TMJ 2nd Appointment – ₱1,500  
- TMJ Appliance – ₱10,000  
- TMJ 4th Appointment – ₱30,000  
- Splint – ₱10,000  
- SVED – ₱10,000  
- Sagittal Appliance – ₱10,000  
- Transverse Appliance – ₱10,000  
- Bite Plane – ₱10,000  

### Imaging & Diagnostics
- Periapical X‑ray – ₱500  
- Panoramic X‑ray – ₱1,000  

### Other Services
- TADS – ₱15,000  
- Whitening w/ Free OP – ₱6,000  
- Additional Carpule – ₱300  

---

If you’d like more details about any specific service or want to **book an appointment**, just let me know the service, preferred dentist, branch, and a convenient date/time. I'm here to help! 😊",billing,billing,2026-09-08 15:45:37.523261+08
3ad03f2b-99fc-4412-84c1-bf11af118fa3,69363311-72e8-4dfa-8cdf-d07e2544547e,Can I eat after my extraction?,"For post-operative care: Avoid eating solid foods until the anesthesia wears off. If you experience severe bleeding, swelling, or worsening pain that isn't managed by prescribed painkillers, please contact us immediately or visit the nearest emergency room.",post_op_care,post_op_care,2026-09-14 12:40:35.013153+08
3c3fd520-07c7-476b-bd75-070a33164213,3773c8e3-84a5-4057-8ed3-1066118cb686,ay baguhin mo nga ung reason ng visit ko to be tooth extraction,"Na-update na ang iyong appointment kay **Dr. Sophia Villanueva** sa **August 9, 4pm** para sa tooth extraction. Kung may mga katanungan ka, pwede mo akong tanungin.",appointments,appointments,2026-08-07 03:10:17.701705+08
3f0357b8-6661-47c9-8a15-051c3a27258a,3773c8e3-84a5-4057-8ed3-1066118cb686,sounds good ,"Your new appointment has been **booked** and is now **PENDING APPROVAL** by the clinic staff.

- **Dentist:** Dr. Agie Meg  
- **Date:** August 19, 2026  
- **Time:** 12:00 PM  
- **Reason:** Simple tooth extraction  

We’ll let you know once the appointment is confirmed. If you have any other questions or need further assistance, feel free to ask!",appointments,appointments,2026-08-17 19:03:38.885434+08
3f71ab43-c281-4f81-b171-e332104dc56e,b2a4f9ce-50d2-47e3-9975-5dd925bf13f9,how much for a tooth extraction?,"I'm sorry, my AI services have temporarily reached their limit. Please try again in a minute, or contact the clinic directly!",billing,billing,2026-07-14 16:56:11.810438+08
40c9f8f4-8322-4af3-a88b-c394266a1390,69363311-72e8-4dfa-8cdf-d07e2544547e,pa cancel lahat ng appointment ko,"✅ **Lahat po ng inyong appointments ay na‑cancel na** dahil sa inyong emergency request.

Kung sakaling kailangan ninyo ng bagong schedule o may iba pang katanungan, nandito po kami para tumulong. Ingat po kayo! 🙏",appointments,appointments,2026-09-16 21:36:48.000495+08
40fb8ddf-5a1c-465d-a37b-154f773440cf,3773c8e3-84a5-4057-8ed3-1066118cb686,dalawa? akala ko ba isa lang,"Opss, mukhang may mali sa system. May dalawang nakarecord na appointments sa iyong pangalan kay **Dr. Doc Meg** sa August 10, 3:00 PM, pero parehong may parehong reason na **Braces - Ceramic**.

Gusto ko ring ipaalam sa iyo na baka may overlap o duplicate appointment. Siguro nais mong icancel o i-modify ang isa sa mga appointments na ito?

Paki-sagot ang mga tanong para makapag-modify o mag-book ng bagong appointment.

Kung gusto mo, pwede kitang tulungan na:
1. Icancel ang isa sa mga appointments
2. I-modify ang mga appointments
3. Mag-book ng bagong appointment

Paki-pili ang iyong gustong gawin.",appointments,appointments,2026-08-09 02:49:27.732531+08
42f47169-57fe-4022-bc5d-721afdcf09d4,ee8c97f0-bbd3-4783-8040-f4080fc4c983,can you search for aiveen mhel?,"I'm happy to help you with your inquiry. I've searched our system, and it appears that Aiveen Mhel is a patient at the Teethtalk Dental Clinic Pasig. However, I need more information to assist you further. Can you please provide me with the purpose of your inquiry regarding Aiveen Mhel?",general_inquiry,general_inquiry,2026-07-16 22:42:33.887255+08
448e70d2-6732-4c79-9cbf-8b6c2163915f,b2a4f9ce-50d2-47e3-9975-5dd925bf13f9,Explain my medication dose,"I'm sorry, my AI services have temporarily reached their limit. Please try again in a minute, or contact the clinic directly!",post_op_care,post_op_care,2026-07-14 16:59:15.374503+08
491c7b43-6cec-4d60-8123-e2dca1d4db17,3773c8e3-84a5-4057-8ed3-1066118cb686,hello,Kumusta? Anong pwede kong tulungan sa iyo ngayon? May tanong ka ba tungkol sa mga serbisyo namin sa clinic o gusto mo bang mag-book ng appointment?,general_inquiry,general_inquiry,2026-08-10 17:39:19.926926+08
499a42c0-0ea0-46a0-9813-c2e81a2132a7,b2a4f9ce-50d2-47e3-9975-5dd925bf13f9,how much for tooth extraction?,"I'm sorry, my AI services have temporarily reached their limit. Please try again in a minute, or contact the clinic directly!",billing,billing,2026-07-14 05:00:17.628533+08
